problem,trip_id,physical_vehicle_id,vehicle_type,arc_index,from_customer_id,to_customer_id,from_x_km,from_y_km,to_x_km,to_y_km,trip_depart_min,trip_return_min,trip_total_cost,trip_weight_kg,trip_distance_km,trip_max_late_min,visual_note
problem1,T0006,E1-006,E1,1,0,79,20.0,20.0,6.48665021130649,-18.7369565714111,480.0,802.8635878221597,507.9585454062717,2315.13,142.1726067760906,0.0,straight_visit_order_link_not_road_geometry
problem1,T0006,E1-006,E1,2,79,0,6.48665021130649,-18.7369565714111,20.0,20.0,480.0,802.8635878221597,507.9585454062717,2315.13,142.1726067760906,0.0,straight_visit_order_link_not_road_geometry
problem1,T0007,E1-007,E1,1,0,88,20.0,20.0,10.1634114043108,23.9868549043046,586.0795681295833,1065.5974204757483,566.8064561184152,2368.4866,101.640249638111,0.0,straight_visit_order_link_not_road_geometry
problem1,T0007,E1-007,E1,2,88,69,10.1634114043108,23.9868549043046,-10.2808334321244,29.5869615259404,586.0795681295833,1065.5974204757483,566.8064561184152,2368.4866,101.640249638111,0.0,straight_visit_order_link_not_road_geometry
problem1,T0007,E1-007,E1,3,69,0,-10.2808334321244,29.5869615259404,20.0,20.0,586.0795681295833,1065.5974204757483,566.8064561184152,2368.4866,101.640249638111,0.0,straight_visit_order_link_not_road_geometry
problem1,T0008,E1-008,E1,1,0,9,20.0,20.0,4.21284964345134,7.3870741887538,559.9747779457219,706.3464060817935,461.62880509187926,2506.7093,80.8598259867192,0.0,straight_visit_order_link_not_road_geometry
problem1,T0008,E1-008,E1,2,9,0,4.21284964345134,7.3870741887538,20.0,20.0,559.9747779457219,706.3464060817935,461.62880509187926,2506.7093,80.8598259867192,0.0,straight_visit_order_link_not_road_geometry
problem1,T0009,E1-009,E1,1,0,86,20.0,20.0,22.2501851106262,3.36277307745693,573.7614311940539,834.1650037135203,493.8727805423649,2025.977,116.3920207853491,0.0,straight_visit_order_link_not_road_geometry
problem1,T0009,E1-009,E1,2,86,82,22.2501851106262,3.36277307745693,14.5060829317191,-14.9096560728536,573.7614311940539,834.1650037135203,493.8727805423649,2025.977,116.3920207853491,0.0,straight_visit_order_link_not_road_geometry
problem1,T0009,E1-009,E1,3,82,0,14.5060829317191,-14.9096560728536,20.0,20.0,573.7614311940539,834.1650037135203,493.8727805423649,2025.977,116.3920207853491,0.0,straight_visit_order_link_not_road_geometry
problem1,T0010,E1-010,E1,1,0,42,20.0,20.0,-7.97960536037818,-18.8049073592717,541.0761122960852,867.78515209098,532.5104138441696,2294.2247666666667,175.07840004302392,0.0,straight_visit_order_link_not_road_geometry
problem1,T0010,E1-010,E1,2,42,87,-7.97960536037818,-18.8049073592717,-5.07881748714319,-34.9821210394225,541.0761122960852,867.78515209098,532.5104138441696,2294.2247666666667,175.07840004302392,0.0,straight_visit_order_link_not_road_geometry
problem1,T0010,E1-010,E1,3,87,0,-5.07881748714319,-34.9821210394225,20.0,20.0,541.0761122960852,867.78515209098,532.5104138441696,2294.2247666666667,175.07840004302392,0.0,straight_visit_order_link_not_road_geometry
problem1,T0011,F1-001,F1,1,0,42,20.0,20.0,-7.97960536037818,-18.8049073592717,541.0761122960852,796.0884446659403,742.7026786878168,2113.9337666666665,125.1363663342164,0.0,straight_visit_order_link_not_road_geometry
problem1,T0011,F1-001,F1,2,42,0,-7.97960536037818,-18.8049073592717,20.0,20.0,541.0761122960852,796.0884446659403,742.7026786878168,2113.9337666666665,125.1363663342164,0.0,straight_visit_order_link_not_road_geometry
problem1,T0012,F1-002,F1,1,0,42,20.0,20.0,-7.97960536037818,-18.8049073592717,541.0761122960852,796.0884446659403,742.7026786878168,2113.9337666666665,125.1363663342164,0.0,straight_visit_order_link_not_road_geometry
problem1,T0012,F1-002,F1,2,42,0,-7.97960536037818,-18.8049073592717,20.0,20.0,541.0761122960852,796.0884446659403,742.7026786878168,2113.9337666666665,125.1363663342164,0.0,straight_visit_order_link_not_road_geometry
problem1,T0013,F1-003,F1,1,0,60,20.0,20.0,14.512163776104,29.3929978248616,594.7876041811693,791.1577520526196,585.8092735426197,2811.5093,67.8211529548534,0.0,straight_visit_order_link_not_road_geometry
problem1,T0013,F1-003,F1,2,60,30,14.512163776104,29.3929978248616,16.0800764301466,7.04621833529546,594.7876041811693,791.1577520526196,585.8092735426197,2811.5093,67.8211529548534,0.0,straight_visit_order_link_not_road_geometry
problem1,T0013,F1-003,F1,3,30,0,16.0800764301466,7.04621833529546,20.0,20.0,594.7876041811693,791.1577520526196,585.8092735426197,2811.5093,67.8211529548534,0.0,straight_visit_order_link_not_road_geometry
problem1,T0014,F1-004,F1,1,0,60,20.0,20.0,14.512163776104,29.3929978248616,594.7876041811693,674.1425279316762,502.40759033557424,2476.6573,36.748182959378,0.0,straight_visit_order_link_not_road_geometry
problem1,T0014,F1-004,F1,2,60,0,14.512163776104,29.3929978248616,20.0,20.0,594.7876041811693,674.1425279316762,502.40759033557424,2476.6573,36.748182959378,0.0,straight_visit_order_link_not_road_geometry
problem1,T0015,F1-005,F1,1,0,60,20.0,20.0,14.512163776104,29.3929978248616,594.7876041811693,674.1425279316762,502.40759033557424,2476.6573,36.748182959378,0.0,straight_visit_order_link_not_road_geometry
problem1,T0015,F1-005,F1,2,60,0,14.512163776104,29.3929978248616,20.0,20.0,594.7876041811693,674.1425279316762,502.40759033557424,2476.6573,36.748182959378,0.0,straight_visit_order_link_not_road_geometry
problem1,T0016,F1-006,F1,1,0,60,20.0,20.0,14.512163776104,29.3929978248616,594.7876041811693,674.1425279316762,502.40759033557424,2476.6573,36.748182959378,0.0,straight_visit_order_link_not_road_geometry
problem1,T0016,F1-006,F1,2,60,0,14.512163776104,29.3929978248616,20.0,20.0,594.7876041811693,674.1425279316762,502.40759033557424,2476.6573,36.748182959378,0.0,straight_visit_order_link_not_road_geometry
problem1,T0017,F1-007,F1,1,0,38,20.0,20.0,-19.8657669761891,8.2450917570308,543.4986512331809,1029.8632469516947,884.5117533523518,2916.35995,139.9558557061306,0.0,straight_visit_order_link_not_road_geometry
problem1,T0017,F1-007,F1,2,38,36,-19.8657669761891,8.2450917570308,-27.7413684328977,15.6205382398009,543.4986512331809,1029.8632469516947,884.5117533523518,2916.35995,139.9558557061306,0.0,straight_visit_order_link_not_road_geometry
problem1,T0017,F1-007,F1,3,36,0,-27.7413684328977,15.6205382398009,20.0,20.0,543.4986512331809,1029.8632469516947,884.5117533523518,2916.35995,139.9558557061306,0.0,straight_visit_order_link_not_road_geometry
problem1,T0018,F1-008,F1,1,0,33,20.0,20.0,-8.66244194564893,-13.7461263895102,566.8264009617309,1075.996225267736,895.4477482191346,2765.729333333333,152.57804118773288,0.0,straight_visit_order_link_not_road_geometry
problem1,T0018,F1-008,F1,2,33,52,-8.66244194564893,-13.7461263895102,-9.42229186702531,-18.809064939498,566.8264009617309,1075.996225267736,895.4477482191346,2765.729333333333,152.57804118773288,0.0,straight_visit_order_link_not_road_geometry
problem1,T0018,F1-008,F1,3,52,0,-9.42229186702531,-18.809064939498,20.0,20.0,566.8264009617309,1075.996225267736,895.4477482191346,2765.729333333333,152.57804118773288,0.0,straight_visit_order_link_not_road_geometry
problem1,T0019,F1-009,F1,1,0,8,20.0,20.0,2.31778195492727,3.18321046881879,595.5326058531044,786.4420776911993,593.8861157668603,2937.388405,66.0548965441108,0.0,straight_visit_order_link_not_road_geometry
problem1,T0019,F1-009,F1,2,8,0,2.31778195492727,3.18321046881879,20.0,20.0,595.5326058531044,786.4420776911993,593.8861157668603,2937.388405,66.0548965441108,0.0,straight_visit_order_link_not_road_geometry
problem1,T0020,F1-010,F1,1,0,8,20.0,20.0,2.31778195492727,3.18321046881879,595.5326058531044,786.4420776911993,593.8861157668603,2937.388405,66.0548965441108,0.0,straight_visit_order_link_not_road_geometry
problem1,T0020,F1-010,F1,2,8,0,2.31778195492727,3.18321046881879,20.0,20.0,595.5326058531044,786.4420776911993,593.8861157668603,2937.388405,66.0548965441108,0.0,straight_visit_order_link_not_road_geometry
problem1,T0021,F1-011,F1,1,0,8,20.0,20.0,2.31778195492727,3.18321046881879,595.5326058531044,786.4420776911993,593.8861157668603,2937.388405,66.0548965441108,0.0,straight_visit_order_link_not_road_geometry
problem1,T0021,F1-011,F1,2,8,0,2.31778195492727,3.18321046881879,20.0,20.0,595.5326058531044,786.4420776911993,593.8861157668603,2937.388405,66.0548965441108,0.0,straight_visit_order_link_not_road_geometry
problem1,T0022,F1-012,F1,1,0,8,20.0,20.0,2.31778195492727,3.18321046881879,595.5326058531044,786.4420776911993,593.8861157668603,2937.388405,66.0548965441108,0.0,straight_visit_order_link_not_road_geometry
problem1,T0022,F1-012,F1,2,8,0,2.31778195492727,3.18321046881879,20.0,20.0,595.5326058531044,786.4420776911993,593.8861157668603,2937.388405,66.0548965441108,0.0,straight_visit_order_link_not_road_geometry
problem1,T0023,F1-013,F1,1,0,46,20.0,20.0,-3.94895297178467,-34.8007269144264,575.3510717494449,835.144407454895,747.8713729694097,1659.91985,130.3961910751898,0.0,straight_visit_order_link_not_road_geometry
problem1,T0023,F1-013,F1,2,46,0,-3.94895297178467,-34.8007269144264,20.0,20.0,575.3510717494449,835.144407454895,747.8713729694097,1659.91985,130.3961910751898,0.0,straight_visit_order_link_not_road_geometry
problem1,T0024,F1-014,F1,1,0,46,20.0,20.0,-3.94895297178467,-34.8007269144264,575.3510717494449,835.144407454895,747.8713729694097,1659.91985,130.3961910751898,0.0,straight_visit_order_link_not_road_geometry
problem1,T0024,F1-014,F1,2,46,0,-3.94895297178467,-34.8007269144264,20.0,20.0,575.3510717494449,835.144407454895,747.8713729694097,1659.91985,130.3961910751898,0.0,straight_visit_order_link_not_road_geometry
problem1,T0025,F1-015,F1,1,0,59,20.0,20.0,-32.4103858046121,-2.65068011202597,558.9577470962598,853.9898116740837,868.7390144994952,2935.7956,164.154552852561,0.0,straight_visit_order_link_not_road_geometry
problem1,T0025,F1-015,F1,2,59,0,-32.4103858046121,-2.65068011202597,20.0,20.0,558.9577470962598,853.9898116740837,868.7390144994952,2935.7956,164.154552852561,0.0,straight_visit_order_link_not_road_geometry
problem1,T0026,F1-016,F1,1,0,59,20.0,20.0,-32.4103858046121,-2.65068011202597,558.9577470962598,853.9898116740837,868.7390144994952,2935.7956,164.154552852561,0.0,straight_visit_order_link_not_road_geometry
problem1,T0026,F1-016,F1,2,59,0,-32.4103858046121,-2.65068011202597,20.0,20.0,558.9577470962598,853.9898116740837,868.7390144994952,2935.7956,164.154552852561,0.0,straight_visit_order_link_not_road_geometry
problem1,T0027,F1-017,F1,1,0,59,20.0,20.0,-32.4103858046121,-2.65068011202597,558.9577470962598,853.9898116740837,868.7390144994952,2935.7956,164.154552852561,0.0,straight_visit_order_link_not_road_geometry
problem1,T0027,F1-017,F1,2,59,0,-32.4103858046121,-2.65068011202597,20.0,20.0,558.9577470962598,853.9898116740837,868.7390144994952,2935.7956,164.154552852561,0.0,straight_visit_order_link_not_road_geometry
problem1,T0028,F1-018,F1,1,0,11,20.0,20.0,0.52184375622088,-2.3827701607119,594.7126249018218,1223.8881283407438,974.2957550614746,2942.33215,171.1659153953714,0.0,straight_visit_order_link_not_road_geometry
problem1,T0028,F1-018,F1,2,11,27,0.52184375622088,-2.3827701607119,-0.948882982472617,-27.1587227180418,594.7126249018218,1223.8881283407438,974.2957550614746,2942.33215,171.1659153953714,0.0,straight_visit_order_link_not_road_geometry
problem1,T0028,F1-018,F1,3,27,0,-0.948882982472617,-27.1587227180418,20.0,20.0,594.7126249018218,1223.8881283407438,974.2957550614746,2942.33215,171.1659153953714,0.0,straight_visit_order_link_not_road_geometry
problem1,T0029,F1-019,F1,1,0,70,20.0,20.0,-12.9249626484284,-33.6033227158668,480.0,915.6720008882596,1067.2321393579064,2935.0216,231.0464805240731,0.0,straight_visit_order_link_not_road_geometry
problem1,T0029,F1-019,F1,2,70,93,-12.9249626484284,-33.6033227158668,0.746941949932783,-28.7424167151396,480.0,915.6720008882596,1067.2321393579064,2935.0216,231.0464805240731,0.0,straight_visit_order_link_not_road_geometry
problem1,T0029,F1-019,F1,3,93,0,0.746941949932783,-28.7424167151396,20.0,20.0,480.0,915.6720008882596,1067.2321393579064,2935.0216,231.0464805240731,0.0,straight_visit_order_link_not_road_geometry
problem1,T0030,F1-020,F1,1,0,70,20.0,20.0,-12.9249626484284,-33.6033227158668,480.0,890.3142813899766,1019.944438264063,2846.5115,212.8729960144284,0.0,straight_visit_order_link_not_road_geometry
problem1,T0030,F1-020,F1,2,70,94,-12.9249626484284,-33.6033227158668,21.835155243347,-28.7650388212301,480.0,890.3142813899766,1019.944438264063,2846.5115,212.8729960144284,0.0,straight_visit_order_link_not_road_geometry
problem1,T0030,F1-020,F1,3,94,0,21.835155243347,-28.7650388212301,20.0,20.0,480.0,890.3142813899766,1019.944438264063,2846.5115,212.8729960144284,0.0,straight_visit_order_link_not_road_geometry
problem1,T0031,F1-021,F1,1,0,6,20.0,20.0,-4.66159864091412,-7.50935781984783,625.5511850253697,814.5223878861108,626.4422123707747,2236.8216,81.2762683367306,0.0,straight_visit_order_link_not_road_geometry
problem1,T0031,F1-021,F1,2,6,0,-4.66159864091412,-7.50935781984783,20.0,20.0,625.5511850253697,814.5223878861108,626.4422123707747,2236.8216,81.2762683367306,0.0,straight_visit_order_link_not_road_geometry
problem1,T0032,F1-022,F1,1,0,6,20.0,20.0,-4.66159864091412,-7.50935781984783,625.5511850253697,814.5223878861108,626.4422123707747,2236.8216,81.2762683367306,0.0,straight_visit_order_link_not_road_geometry
problem1,T0032,F1-022,F1,2,6,0,-4.66159864091412,-7.50935781984783,20.0,20.0,625.5511850253697,814.5223878861108,626.4422123707747,2236.8216,81.2762683367306,0.0,straight_visit_order_link_not_road_geometry
problem1,T0033,E1-002,E1,1,0,13,20.0,20.0,1.95141807684275,8.96083447171654,682.7209402766069,1075.996225267736,152.73422938512226,2778.5495333333333,160.8881918970892,18.35321038357722,straight_visit_order_link_not_road_geometry
problem1,T0033,E1-002,E1,2,13,52,1.95141807684275,8.96083447171654,-9.42229186702531,-18.809064939498,682.7209402766069,1075.996225267736,152.73422938512226,2778.5495333333333,160.8881918970892,18.35321038357722,straight_visit_order_link_not_road_geometry
problem1,T0033,E1-002,E1,3,52,0,-9.42229186702531,-18.809064939498,20.0,20.0,682.7209402766069,1075.996225267736,152.73422938512226,2778.5495333333333,160.8881918970892,18.35321038357722,straight_visit_order_link_not_road_geometry
problem1,T0034,F1-004,F1,1,0,61,20.0,20.0,7.25597388908157,-33.7475199378438,674.1425279316762,897.4225143388865,310.27860080586487,2004.6885,113.846992569318,0.0,straight_visit_order_link_not_road_geometry
problem1,T0034,F1-004,F1,2,61,0,7.25597388908157,-33.7475199378438,20.0,20.0,674.1425279316762,897.4225143388865,310.27860080586487,2004.6885,113.846992569318,0.0,straight_visit_order_link_not_road_geometry
problem1,T0035,F1-005,F1,1,0,61,20.0,20.0,7.25597388908157,-33.7475199378438,674.1425279316762,897.4225143388865,310.27860080586487,2004.6885,113.846992569318,0.0,straight_visit_order_link_not_road_geometry
problem1,T0035,F1-005,F1,2,61,0,7.25597388908157,-33.7475199378438,20.0,20.0,674.1425279316762,897.4225143388865,310.27860080586487,2004.6885,113.846992569318,0.0,straight_visit_order_link_not_road_geometry
problem1,T0036,F1-006,F1,1,0,61,20.0,20.0,7.25597388908157,-33.7475199378438,674.1425279316762,897.4225143388865,310.27860080586487,2004.6885,113.846992569318,0.0,straight_visit_order_link_not_road_geometry
problem1,T0036,F1-006,F1,2,61,0,7.25597388908157,-33.7475199378438,20.0,20.0,674.1425279316762,897.4225143388865,310.27860080586487,2004.6885,113.846992569318,0.0,straight_visit_order_link_not_road_geometry
problem1,T0037,E1-008,E1,1,0,41,20.0,20.0,-6.39184845369064,38.866308384005,706.3464060817935,913.2609825370412,87.0186762827144,2786.4185,112.0207333701614,0.0,straight_visit_order_link_not_road_geometry
problem1,T0037,E1-008,E1,2,41,0,-6.39184845369064,38.866308384005,20.0,20.0,706.3464060817935,913.2609825370412,87.0186762827144,2786.4185,112.0207333701614,0.0,straight_visit_order_link_not_road_geometry
problem1,T0038,F1-023,F1,1,0,7,20.0,20.0,-8.50508883064982,3.40488850459411,604.2270162692156,1020.3944044720488,971.0209682592384,2947.5584666666664,210.5779445209951,0.0,straight_visit_order_link_not_road_geometry
problem1,T0038,F1-023,F1,2,7,32,-8.50508883064982,3.40488850459411,0.323325874270734,-37.5736956858047,604.2270162692156,1020.3944044720488,971.0209682592384,2947.5584666666664,210.5779445209951,0.0,straight_visit_order_link_not_road_geometry
problem1,T0038,F1-023,F1,3,32,97,0.323325874270734,-37.5736956858047,7.2247850453069,-12.1653024302337,604.2270162692156,1020.3944044720488,971.0209682592384,2947.5584666666664,210.5779445209951,0.0,straight_visit_order_link_not_road_geometry
problem1,T0038,F1-023,F1,4,97,0,7.2247850453069,-12.1653024302337,20.0,20.0,604.2270162692156,1020.3944044720488,971.0209682592384,2947.5584666666664,210.5779445209951,0.0,straight_visit_order_link_not_road_geometry
problem1,T0039,F1-024,F1,1,0,7,20.0,20.0,-8.50508883064982,3.40488850459411,604.2270162692156,848.4893964569587,749.7077348171254,2487.7442666666666,124.4054541356592,0.0,straight_visit_order_link_not_road_geometry
problem1,T0039,F1-024,F1,2,7,0,-8.50508883064982,3.40488850459411,20.0,20.0,604.2270162692156,848.4893964569587,749.7077348171254,2487.7442666666666,124.4054541356592,0.0,straight_visit_order_link_not_road_geometry
problem1,T0040,F1-025,F1,1,0,7,20.0,20.0,-8.50508883064982,3.40488850459411,604.2270162692156,848.4893964569587,749.7077348171254,2487.7442666666666,124.4054541356592,0.0,straight_visit_order_link_not_road_geometry
problem1,T0040,F1-025,F1,2,7,0,-8.50508883064982,3.40488850459411,20.0,20.0,604.2270162692156,848.4893964569587,749.7077348171254,2487.7442666666666,124.4054541356592,0.0,straight_visit_order_link_not_road_geometry
problem1,T0041,E1-006,E1,1,0,49,20.0,20.0,30.4883697362318,13.04953073461,802.8635878221597,859.1629505842708,25.16290533690304,2243.418,33.455912679079,0.0,straight_visit_order_link_not_road_geometry
problem1,T0041,E1-006,E1,2,49,0,30.4883697362318,13.04953073461,20.0,20.0,802.8635878221597,859.1629505842708,25.16290533690304,2243.418,33.455912679079,0.0,straight_visit_order_link_not_road_geometry
problem1,T0042,F1-001,F1,1,0,49,20.0,20.0,30.4883697362318,13.04953073461,796.0884446659403,852.3878074280514,90.05533321131998,2243.418,33.455912679079,0.0,straight_visit_order_link_not_road_geometry
problem1,T0042,F1-001,F1,2,49,0,30.4883697362318,13.04953073461,20.0,20.0,796.0884446659403,852.3878074280514,90.05533321131998,2243.418,33.455912679079,0.0,straight_visit_order_link_not_road_geometry
problem1,T0043,F1-026,F1,1,0,74,20.0,20.0,-14.4202892616212,0.438615616091085,620.512635389442,882.4313328610082,756.8954126477404,1862.9861,131.671756907125,0.0,straight_visit_order_link_not_road_geometry
problem1,T0043,F1-026,F1,2,74,0,-14.4202892616212,0.438615616091085,20.0,20.0,620.512635389442,882.4313328610082,756.8954126477404,1862.9861,131.671756907125,0.0,straight_visit_order_link_not_road_geometry
problem1,T0044,F1-027,F1,1,0,74,20.0,20.0,-14.4202892616212,0.438615616091085,620.512635389442,882.4313328610082,756.8954126477404,1862.9861,131.671756907125,0.0,straight_visit_order_link_not_road_geometry
problem1,T0044,F1-027,F1,2,74,0,-14.4202892616212,0.438615616091085,20.0,20.0,620.512635389442,882.4313328610082,756.8954126477404,1862.9861,131.671756907125,0.0,straight_visit_order_link_not_road_geometry
problem1,T0045,F1-028,F1,1,0,73,20.0,20.0,-19.079563342021,3.11570859008743,626.039385461931,901.3956427866566,819.8601086372225,2996.466,145.4268584882548,0.0,straight_visit_order_link_not_road_geometry
problem1,T0045,F1-028,F1,2,73,0,-19.079563342021,3.11570859008743,20.0,20.0,626.039385461931,901.3956427866566,819.8601086372225,2996.466,145.4268584882548,0.0,straight_visit_order_link_not_road_geometry
problem1,T0046,E1-005,E1,1,0,83,20.0,20.0,17.5691594969999,23.7073613386205,872.3265284097627,1428.5179973180827,194.095142211158,1442.5536000000002,245.19016579176088,0.0,straight_visit_order_link_not_road_geometry
problem1,T0046,E1-005,E1,2,83,80,17.5691594969999,23.7073613386205,-16.1633724807616,17.956024307724,872.3265284097627,1428.5179973180827,194.095142211158,1442.5536000000002,245.19016579176088,0.0,straight_visit_order_link_not_road_geometry
problem1,T0046,E1-005,E1,3,80,19,-16.1633724807616,17.956024307724,-24.9556659958338,-20.1758424030975,872.3265284097627,1428.5179973180827,194.095142211158,1442.5536000000002,245.19016579176088,0.0,straight_visit_order_link_not_road_geometry
problem1,T0046,E1-005,E1,4,19,0,-24.9556659958338,-20.1758424030975,20.0,20.0,872.3265284097627,1428.5179973180827,194.095142211158,1442.5536000000002,245.19016579176088,0.0,straight_visit_order_link_not_road_geometry
problem1,T0047,F1-021,F1,1,0,90,20.0,20.0,-33.6060651581938,2.20467172657312,814.5223878861108,1142.6148597429558,471.6179053990688,2968.0380000000005,155.994452650571,0.0,straight_visit_order_link_not_road_geometry
problem1,T0047,F1-021,F1,2,90,84,-33.6060651581938,2.20467172657312,-32.2887483255588,-6.33777906329211,814.5223878861108,1142.6148597429558,471.6179053990688,2968.0380000000005,155.994452650571,0.0,straight_visit_order_link_not_road_geometry
problem1,T0047,F1-021,F1,3,84,24,-32.2887483255588,-6.33777906329211,-22.8798563925078,17.78788893064,814.5223878861108,1142.6148597429558,471.6179053990688,2968.0380000000005,155.994452650571,0.0,straight_visit_order_link_not_road_geometry
problem1,T0047,F1-021,F1,4,24,0,-22.8798563925078,17.78788893064,20.0,20.0,814.5223878861108,1142.6148597429558,471.6179053990688,2968.0380000000005,155.994452650571,0.0,straight_visit_order_link_not_road_geometry
problem1,T0048,F1-029,F1,1,0,56,20.0,20.0,30.9734492073973,-24.4269327966448,656.6634364689803,1238.1846166734556,1035.8108441437446,2828.4534333333336,207.5635089322324,0.0,straight_visit_order_link_not_road_geometry
problem1,T0048,F1-029,F1,2,56,95,30.9734492073973,-24.4269327966448,-6.22843376493341,-26.8257702440231,656.6634364689803,1238.1846166734556,1035.8108441437446,2828.4534333333336,207.5635089322324,0.0,straight_visit_order_link_not_road_geometry
problem1,T0048,F1-029,F1,3,95,34,-6.22843376493341,-26.8257702440231,13.090888292642,-10.9595442953867,656.6634364689803,1238.1846166734556,1035.8108441437446,2828.4534333333336,207.5635089322324,0.0,straight_visit_order_link_not_road_geometry
problem1,T0048,F1-029,F1,4,34,0,13.090888292642,-10.9595442953867,20.0,20.0,656.6634364689803,1238.1846166734556,1035.8108441437446,2828.4534333333336,207.5635089322324,0.0,straight_visit_order_link_not_road_geometry
problem1,T0049,F1-009,F1,1,0,56,20.0,20.0,30.9734492073973,-24.4269327966448,786.4420776911993,1026.5671071841673,440.3310149516173,2355.053633333333,160.90381163327,0.0,straight_visit_order_link_not_road_geometry
problem1,T0049,F1-009,F1,2,56,0,30.9734492073973,-24.4269327966448,20.0,20.0,786.4420776911993,1026.5671071841673,440.3310149516173,2355.053633333333,160.90381163327,0.0,straight_visit_order_link_not_road_geometry
problem1,T0050,F1-003,F1,1,0,39,20.0,20.0,-14.7593829065892,-31.3415469493066,791.1577520526196,1081.0440630146863,521.3931727059619,2012.4458,194.1693642284312,0.0,straight_visit_order_link_not_road_geometry
problem1,T0050,F1-003,F1,2,39,0,-14.7593829065892,-31.3415469493066,20.0,20.0,791.1577520526196,1081.0440630146863,521.3931727059619,2012.4458,194.1693642284312,0.0,straight_visit_order_link_not_road_geometry
problem1,T0051,F1-010,F1,1,0,39,20.0,20.0,-14.7593829065892,-31.3415469493066,786.4420776911993,1135.3632530752932,550.679909898741,2058.6938,202.11165186504135,0.0,straight_visit_order_link_not_road_geometry
problem1,T0051,F1-010,F1,2,39,89,-14.7593829065892,-31.3415469493066,-25.5470740390242,-15.4194000905651,786.4420776911993,1135.3632530752932,550.679909898741,2058.6938,202.11165186504135,0.0,straight_visit_order_link_not_road_geometry
problem1,T0051,F1-010,F1,3,89,0,-25.5470740390242,-15.4194000905651,20.0,20.0,786.4420776911993,1135.3632530752932,550.679909898741,2058.6938,202.11165186504135,0.0,straight_visit_order_link_not_road_geometry
problem1,T0052,E1-009,E1,1,0,64,20.0,20.0,29.553914624618,-15.7832896589862,834.1650037135203,988.9183965189048,75.47782868397236,2949.9224,96.9481575978232,0.0,straight_visit_order_link_not_road_geometry
