route_index,trip_id,physical_vehicle_id,vehicle_type,service_node_sequence,customer_sequence,depart_min,depart_time,return_min,return_time,total_weight_kg,total_volume_m3,total_distance_km,fixed_cost,energy_cost,carbon_cost,penalty_cost,total_cost
11,T0011,F1-001,F1,48,42,541.0761122960852,09:01,796.0884446659403,13:16,2113.9337666666665,5.0089733333333335,125.1363663342164,400.0,281.46924735329105,61.23343133452576,0.0,742.7026786878168
12,T0012,F1-002,F1,92,60,594.7876041811693,09:55,674.1425279316762,11:14,2476.6573,6.5043975,36.748182959378,400.0,84.1096062784961,18.297984057078082,0.0,502.40759033557424
13,T0013,F1-003,F1,93,60,594.7876041811693,09:55,674.1425279316762,11:14,2476.6573,6.5043975,36.748182959378,400.0,84.1096062784961,18.297984057078082,0.0,502.40759033557424
14,T0014,F1-004,F1,94,60,594.7876041811693,09:55,674.1425279316762,11:14,2476.6573,6.5043975,36.748182959378,400.0,84.1096062784961,18.297984057078082,0.0,502.40759033557424
15,T0015,F1-005,F1,95,60,594.7876041811693,09:55,674.1425279316762,11:14,2476.6573,6.5043975,36.748182959378,400.0,84.1096062784961,18.297984057078082,0.0,502.40759033557424
16,T0016,F1-006,F1,41->66,38->51,543.4986512331809,09:03,1140.573874387858,19:01,2965.92475,8.946925,135.4824423208822,400.0,329.9539226567796,71.78123740531295,116.43174152661,918.1669015887026
17,T0017,F1-007,F1,35->68,33->52,566.8264009617309,09:27,1075.996225267736,17:56,2765.729333333333,7.076226666666667,152.57804118773288,400.0,344.1700081951175,74.8739365397407,76.40380348427644,895.4477482191346
18,T0018,E1-002,E1,10,8,682.7209402766069,11:23,851.0599471688704,14:11,2937.388405,9.006755,66.0548965441108,0.0,43.35988787974178,8.609846029291408,73.52122034531656,125.49095425434975
19,T0019,E1-007,E1,11,8,706.3464060817935,11:46,858.6164298779064,14:19,2937.388405,9.006755,66.0548965441108,0.0,43.290426066012714,8.5960532002421,79.81828926951323,131.70476853576804
20,T0020,E1-005,E1,12,8,787.3946028347746,13:07,879.0635683437556,14:39,2937.388405,9.006755,66.0548965441108,0.0,42.934382674063926,8.525354705981048,96.85757132438758,148.31730870443255
21,T0021,E1-009,E1,13,8,796.0884446659403,13:16,887.7574101749213,14:48,2937.388405,9.006755,66.0548965441108,0.0,42.934382674063926,8.525354705981048,104.10243951702569,155.56217689707066
22,T0022,F1-008,F1,56->146->24->29,46->95->26->29,575.3510717494449,09:35,1181.1309620640716,19:41,2689.02805,7.92461,192.96966168337258,400.0,446.50376635169454,97.13657166669486,55.85330609242028,999.4936441108098
23,T0023,F1-009,F1,55,46,575.3510717494449,09:35,835.144407454895,13:55,1659.91985,5.44331,130.3961910751898,400.0,285.7144096461848,62.156963323224865,0.0,747.8713729694097
24,T0024,F1-010,F1,89,59,558.9577470962598,09:19,853.9898116740837,14:14,2935.7956,7.748356666666667,164.154552852561,400.0,384.9856619780972,83.75335252139801,0.0,868.7390144994952
25,T0025,F1-011,F1,90,59,558.9577470962598,09:19,853.9898116740837,14:14,2935.7956,7.748356666666667,164.154552852561,400.0,384.9856619780972,83.75335252139801,0.0,868.7390144994952
26,T0026,F1-012,F1,91,59,558.9577470962598,09:19,853.9898116740837,14:14,2935.7956,7.748356666666667,164.154552852561,400.0,384.9856619780972,83.75335252139801,0.0,868.7390144994952
27,T0027,F1-013,F1,138->43,87->39,547.6144862453673,09:08,1014.5616081031903,16:55,2192.7368,5.4683150000000005,211.2169239198418,400.0,481.14977187090744,104.6737851275796,20.338664269400965,1006.162221267888
28,T0028,E1-010,E1,17->135->140,11->84->89,796.0884446659403,13:16,1195.4567420431476,19:55,2977.04,9.00449,202.3856586073077,0.0,127.2721337596852,25.272055096854565,88.12803830971262,240.67222716625238
29,T0029,F1-002,F1,30->147->71,30->97->53,674.1425279316762,11:14,1134.1078347626033,18:54,2673.613966666667,7.026703333333333,82.8334092627952,0.0,204.50421710491986,44.48974462917872,78.05224415941589,327.04620589351447
30,T0030,F1-014,F1,117,70,480.0,08:00,900.4201238829876,15:00,2837.3255,8.182865,240.481206424296,400.0,561.8887748394251,122.23849687061895,0.0,1084.127271710044
31,T0031,F1-015,F1,118,70,480.0,08:00,900.4201238829876,15:00,2837.3255,8.182865,240.481206424296,400.0,561.8887748394251,122.23849687061895,0.0,1084.127271710044
32,T0032,F1-016,F1,133,82,594.9416870640566,09:55,834.1650037135203,13:54,1493.082,4.67276,119.117490178589,400.0,258.8080714303241,56.30350889046953,0.0,715.1115803207937
33,T0033,E1-004,E1,5,6,817.2098252673185,13:37,939.6689106634618,15:40,2236.8216,5.991599999999999,81.2762683367306,0.0,50.946102929745436,10.116218548214393,68.58486117216141,129.64718265012124
34,T0034,E2-001,E2,19,13,630.8358404401149,10:31,819.6457730274853,13:40,540.0867999999999,1.27918,82.8803749473312,400.0,49.67490091878737,9.8637996854897,0.0,459.5387006042771
35,T0035,F1-003,F1,96,61,674.1425279316762,11:14,897.4225143388865,14:57,2004.6885,6.13507,113.846992569318,0.0,254.83863905894756,55.439961746917305,0.0,310.27860080586487
36,T0036,F1-004,F1,97,61,674.1425279316762,11:14,897.4225143388865,14:57,2004.6885,6.13507,113.846992569318,0.0,254.83863905894756,55.439961746917305,0.0,310.27860080586487
37,T0037,F1-005,F1,98,61,674.1425279316762,11:14,897.4225143388865,14:57,2004.6885,6.13507,113.846992569318,0.0,254.83863905894756,55.439961746917305,0.0,310.27860080586487
38,T0038,F1-017,F1,45,41,613.892033867095,10:14,840.4163110507205,14:00,2786.4185,7.85191,112.0207333701614,400.0,263.5002792787921,57.32429531668914,0.0,720.8245745954812
39,T0039,E1-003,E1,7,7,839.6251722025839,14:00,1036.5423522865096,17:17,2487.7442666666666,6.078013333333334,124.4054541356592,0.0,78.9333097035377,15.673556283510399,52.59500110340554,147.20186709045362
40,T0040,E1-002,E1,8,7,851.0599471688704,14:11,1054.4051504683075,17:34,2487.7442666666666,6.078013333333334,124.4054541356592,0.0,78.91077280859562,15.669081198243395,67.48066625490367,162.06052026174268
41,T0041,F1-018,F1,144->75->21,93->54->19,582.0600938069392,09:42,1387.3004851631679,23:07,2579.9544,6.96584,249.89551818381818,400.0,559.0688556407194,121.62502548698988,92.92019897570572,1173.614080103415
42,T0042,F1-001,F1,61,49,796.0884446659403,13:16,852.3878074280514,14:12,2243.418,6.769475,33.455912679079,0.0,73.96442582881157,16.090907382508412,0.0,90.05533321131998
43,T0043,F1-019,F1,62,49,711.4410836354723,11:51,824.1496813810555,13:44,2243.418,6.769475,33.455912679079,400.0,78.69245545893624,17.11948681143783,0.0,495.81194227037406
44,T0044,F1-020,F1,34->76,32->54,583.762886451058,09:44,1222.8906369131187,20:23,2915.2203,7.68288,202.1611870628801,400.0,481.14201994623284,104.67209870196922,71.5766708993857,1057.3907895475877
45,T0045,F1-021,F1,123,74,620.512635389442,10:21,882.4313328610082,14:42,1862.9861,5.46936,131.671756907125,400.0,293.12605190725907,63.76936074048131,0.0,756.8954126477404
46,T0046,F1-022,F1,124,74,620.512635389442,10:21,882.4313328610082,14:42,1862.9861,5.46936,131.671756907125,400.0,293.12605190725907,63.76936074048131,0.0,756.8954126477404
47,T0047,F1-023,F1,122,73,626.039385461931,10:26,901.3956427866566,15:01,2996.466,7.5462,145.4268584882548,400.0,344.8403415587055,75.01976707851708,0.0,819.8601086372225
48,T0048,E1-006,E1,134->119,83->71,871.3652191178819,14:31,1305.6121059993168,21:46,2460.3753,7.814959999999999,154.0150618077521,0.0,93.62042419995228,18.589933622386866,46.246175539027604,158.45653336136675
49,T0049,F1-024,F1,82,56,656.6634364689803,10:57,958.2518177683081,15:58,2355.0536333333334,5.909806666666667,160.90381163327,400.0,367.22952509337574,79.8905177750773,0.0,847.1200428684531
50,T0050,F1-025,F1,83,56,656.6634364689803,10:57,958.2518177683081,15:58,2355.0536333333334,5.909806666666667,160.90381163327,400.0,367.22952509337574,79.8905177750773,0.0,847.1200428684531
51,T0051,F1-019,F1,141->114,90->68,824.1496813810555,13:44,1217.251712626988,20:17,2572.2712666666666,6.037496666666667,174.56635077737,0.0,421.8562292555523,91.77451778502359,33.28862711846333,546.9193741590392
52,T0052,F1-026,F1,42,39,656.590934269691,10:57,1014.5616081031903,16:55,2012.4458,5.003585,194.1693642284312,400.0,434.0731796414362,94.43230651187643,0.0,928.5054861533125
53,T0053,F1-009,F1,105,64,835.144407454895,13:55,989.8978002602796,16:30,2949.9224,7.1290933333333335,96.9481575978232,0.0,225.46744372015604,49.05027942850254,0.0,274.5177231486586
54,T0054,F1-016,F1,106,64,834.1650037135203,13:54,988.9183965189048,16:29,2949.9224,7.1290933333333335,96.9481575978232,0.0,225.46744372015604,49.05027942850254,0.0,274.5177231486586
55,T0055,F1-017,F1,107,64,840.4163110507205,14:00,995.1697038561051,16:35,2949.9224,7.1290933333333335,96.9481575978232,0.0,225.46744372015604,49.05027942850254,0.0,274.5177231486586
56,T0056,E1-007,E1,88,58,858.6164298779064,14:19,1056.0988908442832,17:36,2933.964,9.72773,118.4402027273234,0.0,76.82562893576998,15.255040282276523,10.604864737945547,102.68553395599206
57,T0057,F1-010,F1,125->3,75->4,853.9898116740837,14:14,1248.3714781427411,20:48,2952.2824,7.3372399999999995,155.7942752375551,0.0,377.30026095305516,82.08139908289496,38.729352414528265,498.11101245047837
58,T0058,F1-001,F1,126,75,852.3878074280514,14:12,1077.7283293760659,17:58,1508.7203,3.92876,136.9422851523582,0.0,294.60909400509985,64.09199547702275,0.0,358.7010894821226
59,T0059,F1-011,F1,2->74->142,3->54->91,863.0743721633658,14:23,1183.7030850998833,19:44,2778.3392000000003,7.65214,160.58100368112358,0.0,385.15348852057593,83.78986306442044,35.571715741262665,504.51506732625904
60,T0060,E1-009,E1,85,57,887.7574101749213,14:48,1003.1016881827493,16:43,2203.217666666667,5.638176666666666,60.3135829832696,0.0,37.68001926899507,7.482011143261126,0.0,45.16203041225619
61,T0061,E1-005,E1,86,57,879.0635683437556,14:39,989.5206301809565,16:30,2203.217666666667,5.638176666666666,60.3135829832696,0.0,37.696713198190466,7.485326007921175,0.0,45.18203920611164
62,T0062,F1-012,F1,87,57,853.9898116740837,14:14,957.8228636951484,15:58,2203.217666666667,5.638176666666666,60.3135829832696,0.0,134.4940751210037,29.259088839234913,0.0,163.75316396023862
63,T0063,F1-021,F1,143,92,882.4313328610082,14:42,951.8220635852949,15:52,1524.5124999999998,3.82045,34.9674723950948,0.0,75.00705300453356,16.317730171045405,0.0,91.32478317557897
64,T0064,F1-027,F1,69,52,806.5412952173989,13:27,1075.9962252677362,17:56,2238.4627333333333,5.696406666666667,178.1755458159284,400.0,398.3070958752769,86.65142083788629,0.0,884.9585167131631
65,T0065,F1-028,F1,70->131,52->80,806.5412952173989,13:27,1167.0187946836772,19:27,2744.8032333333335,7.599286666666668,181.88055610939762,400.0,422.7851653756579,91.97660716657956,21.58096365081125,936.3427361930487
66,T0066,F1-022,F1,38->22,36->24,882.4313328610082,14:42,1110.815728821027,18:31,2916.79465,8.10987,108.92019032866892,0.0,258.2718761614684,56.18685999725612,4.550025172603303,319.00876133132783
67,T0067,F1-029,F1,39,36,850.1562578283911,14:10,1029.8632469516954,17:10,1654.62735,5.15388,110.7586314029998,400.0,239.75109379616788,52.15767717927014,0.0,691.9087709754381
68,T0068,F1-003,F1,53,45,897.4225143388865,14:57,1059.5526831724005,17:40,2899.9628,9.206685,84.711665689376,0.0,199.15748368194951,43.32656663727353,0.0,242.48405031922306
69,T0069,F1-004,F1,54,45,897.4225143388865,14:57,1059.5526831724005,17:40,2899.9628,9.206685,84.711665689376,0.0,199.15748368194951,43.32656663727353,0.0,242.48405031922306
70,T0070,F1-005,F1,116,69,897.4225143388865,14:57,1115.168429735125,18:35,2288.8859,6.06402,117.5249561613834,0.0,266.93290392022254,58.07106032656038,0.0,325.0039642467829
71,T0071,E1-004,E1,102,63,939.6689106634618,15:40,1119.6006726743003,18:40,2897.6633333333334,7.92595,94.3597395863948,0.0,61.027814499309635,12.118114507134258,0.0,73.1459290064439
72,T0072,F1-014,F1,103,63,900.4201238829876,15:00,1080.3518858938262,18:00,2897.6633333333334,7.92595,94.3597395863948,0.0,221.98969575530117,48.29369787223244,0.0,270.2833936275336
73,T0073,F1-015,F1,104,63,900.4201238829876,15:00,1080.3518858938262,18:00,2897.6633333333334,7.92595,94.3597395863948,0.0,221.98969575530117,48.29369787223244,0.0,270.2833936275336
74,T0074,E1-008,E1,108,65,958.2518177683079,15:58,1125.4967971673461,18:45,2184.1955666666668,4.921436666666667,86.8745378454326,0.0,54.1863908998027,10.759633046658994,0.0,64.9460239464617
75,T0075,F1-024,F1,109,65,958.2518177683081,15:58,1125.4967971673464,18:45,2184.1955666666668,4.921436666666667,86.8745378454326,0.0,196.2327371745879,42.69029014840854,0.0,238.92302732299643
76,T0076,F1-025,F1,110,65,958.2518177683081,15:58,1125.4967971673464,18:45,2184.1955666666668,4.921436666666667,86.8745378454326,0.0,196.2327371745879,42.69029014840854,0.0,238.92302732299643
77,T0077,E1-001,E1,58,48,973.6888452789942,16:14,1114.9724801147179,18:35,2866.2425333333335,6.516393333333333,71.557344553077,0.0,46.20764668329415,9.175317160008987,0.0,55.38296384330314
78,T0078,F1-012,F1,59,48,957.8228636951484,15:58,1099.106498530872,18:19,2866.2425333333335,6.516393333333333,71.557344553077,0.0,168.04948616539127,36.559044260330296,0.0,204.60853042572157
79,T0079,F1-021,F1,60,48,951.8220635852949,15:52,1093.1056984210186,18:13,2866.2425333333335,6.516393333333333,71.557344553077,0.0,168.04948616539127,36.559044260330296,0.0,204.60853042572157
80,T0080,E1-005,E1,23,25,989.5206301809565,16:30,1123.8974281484718,18:44,2528.1351,5.33839,67.482310800834,0.0,42.83988538190721,8.506590655254929,0.0,51.346476037162134
81,T0081,F1-023,F1,31,31,919.8329656783651,15:20,1118.167034321635,18:38,2257.2069333333334,5.148423333333334,105.2171004995292,0.0,238.6748093444462,51.92353227466465,0.0,290.59834161911084
82,T0082,F1-030,F1,32,31,919.8329656783651,15:20,1118.167034321635,18:38,2257.2069333333334,5.148423333333334,105.2171004995292,400.0,238.6748093444462,51.92353227466465,0.0,690.5983416191109
83,T0083,F1-031,F1,33,31,919.8329656783651,15:20,1118.167034321635,18:38,2257.2069333333334,5.148423333333334,105.2171004995292,400.0,238.6748093444462,51.92353227466465,0.0,690.5983416191109
84,T0084,E1-009,E1,49,43,1003.1016881827493,16:43,1153.9102905304665,19:14,2530.79035,6.80844,77.177075385153,0.0,49.00103913073822,9.729992922515185,0.0,58.73103205325341
85,T0085,F1-009,F1,50,43,989.8978002602796,16:30,1140.7064026079968,19:01,2530.79035,6.80844,77.177075385153,0.0,177.84414052503087,38.68986423734755,0.0,216.5340047623784
86,T0086,F1-013,F1,51,44,1014.5616081031903,16:55,1191.7273715180972,19:52,2276.15445,5.812015,92.727800414795,0.0,210.57498767277906,45.810436378668776,0.0,256.38542405144784
87,T0087,F1-016,F1,52,44,988.9183965189048,16:29,1166.0841599338116,19:26,2276.15445,5.812015,92.727800414795,0.0,210.57498767277906,45.81043637866877,0.0,256.38542405144784
88,T0088,F1-032,F1,132->26,81->27,927.7427831510364,15:28,1241.793227049851,20:42,2960.41435,7.467885,161.6897619003007,400.0,374.2645383964808,81.42097983472979,0.0,855.6855182312106
89,T0089,E1-003,E1,67->4,51->5,1036.5423522865096,17:17,1260.9178119874914,21:01,2435.7926500000003,7.192045,103.79747987241561,0.0,64.68047618313624,12.843412846974584,2.8158425712789112,80.33973160138973
90,T0090,F1-017,F1,25,27,995.1697038561051,16:35,1280.9459605375928,21:21,1616.80205,3.819855,156.8079914420778,0.0,342.50379359766185,74.5114527582929,0.0,417.0152463559548
91,T0091,F1-026,F1,44,40,1014.5616081031903,16:55,1219.1180682197842,20:19,2691.1358,7.9507,108.8883114687904,0.0,253.21342484914865,55.08639757017189,0.0,308.29982241932055
92,T0092,F1-029,F1,1->128->148,2->77->98,1029.8632469516954,17:10,1429.6666066728421,23:50,2008.6568,5.2045900000000005,200.48398223547662,0.0,437.38134483515876,95.15199545884983,0.0,532.5333402940086
93,T0093,E1-002,E1,77,55,1054.4051504683075,17:34,1298.280764023249,21:38,2439.52946,6.159698000000001,132.0866119974154,0.0,83.47501550435615,16.575389511581452,11.9524643714819,112.0028693874195
94,T0094,E1-007,E1,78,55,1056.0988908442832,17:36,1299.9745043992248,21:40,2439.52946,6.159698000000001,132.0866119974154,0.0,83.47501550435615,16.575389511581452,13.363914684795002,113.4143197007326
95,T0095,F1-033,F1,79,55,963.0621932225292,16:03,1206.9378067774708,20:07,2439.52946,6.159698000000001,132.0866119974154,400.0,302.79124351400054,65.87201618917261,0.0,768.6632597031733
96,T0096,F1-034,F1,80,55,963.0621932225292,16:03,1206.9378067774708,20:07,2439.52946,6.159698000000001,132.0866119974154,400.0,302.79124351400054,65.87201618917261,0.0,768.6632597031733
97,T0097,F1-035,F1,81,55,963.0621932225292,16:03,1206.9378067774708,20:07,2439.52946,6.159698000000001,132.0866119974154,400.0,302.79124351400054,65.87201618917261,0.0,768.6632597031733
98,T0098,F1-001,F1,72,53,1077.7283293760659,17:58,1167.9439989012724,19:28,2321.281966666667,6.252913333333333,41.4272450198718,0.0,94.32261492720556,20.51981670732394,0.0,114.8424316345295
99,T0099,F1-003,F1,73,53,1059.5526831724005,17:40,1149.768352697607,19:10,2321.281966666667,6.252913333333333,41.4272450198718,0.0,94.32261492720556,20.51981670732394,0.0,114.8424316345295
100,T0100,F1-004,F1,113,68,1059.5526831724005,17:40,1252.0561084263763,20:52,2471.6624666666667,5.810966666666666,101.7770208998458,0.0,233.74036260612735,50.85004695303208,0.0,284.5904095591594
101,T0101,F1-007,F1,115,68,1075.996225267736,17:56,1268.4996505217118,21:08,2471.6624666666667,5.810966666666666,101.7770208998458,0.0,233.74036260612735,50.85004695303208,0.0,284.5904095591594
102,T0102,E1-001,E1,112,67,1114.9724801147179,18:35,1307.698384468883,21:48,2860.4382,8.92494,101.9082835689574,0.0,65.78746037491965,13.063223457983284,0.0,78.85068383290293
103,T0103,E1-004,E1,57,47,1119.6006726743003,18:40,1195.6356004717472,19:56,2784.5018,8.09606,33.0606074004938,0.0,21.261439221303448,4.221821757571627,0.0,25.483260978875073
104,T0104,F1-005,F1,36->129,34->78,1115.168429735125,18:35,1391.6451054812865,23:12,2246.4408000000003,6.2452,139.52123869023518,0.0,312.94301779062147,68.08052734602673,0.0,381.0235451366482
105,T0105,F1-012,F1,99,62,1099.106498530872,18:19,1284.789066204895,21:25,2934.7648000000004,8.376146666666667,97.7527149276738,0.0,230.44869948842071,50.133948020769374,0.0,280.5826475091901
106,T0106,F1-014,F1,100,62,1080.3518858938262,18:00,1266.0344535678494,21:06,2934.7648000000004,8.376146666666667,97.7527149276738,0.0,230.44869948842071,50.133948020769374,0.0,280.5826475091901
107,T0107,F1-015,F1,101,62,1080.3518858938262,18:00,1266.0344535678494,21:06,2934.7648000000004,8.376146666666667,97.7527149276738,0.0,230.44869948842071,50.133948020769374,0.0,280.5826475091901
108,T0108,E1-005,E1,121,72,1123.8974281484718,18:44,1284.6917717779827,21:25,2725.3232,7.50056,83.0686627414114,0.0,53.26321778796455,10.576321263811376,0.0,63.83953905177593
109,T0109,F1-021,F1,120,71,1093.1056984210186,18:13,1366.3299104196522,22:46,1533.5344,5.0218,149.4022850791938,0.0,324.6928245456744,70.63668931361252,0.0,395.3295138592869
110,T0110,E1-008,E1,27,28,1125.4967971673461,18:45,1353.299873879921,22:33,1628.6557500000001,3.98015,122.6038152604192,0.0,74.27374947181212,14.748321046033917,0.0,89.02207051784605
111,T0111,F1-022,F1,28,28,1110.815728821027,18:31,1338.618805533602,22:19,1628.6557500000001,3.98015,122.6038152604192,0.0,267.98524042281554,58.2999953721409,0.0,326.2852357949564
112,T0112,F1-002,F1,15,10,1134.1078347626033,18:54,1320.6795316688278,22:01,1879.9925,7.278745,98.2773011746724,0.0,218.05960389870648,47.438709229238306,0.0,265.4983131279448
113,T0113,F1-006,F1,16,10,1140.573874387858,19:01,1327.1455712940826,22:07,1879.9925,7.278745,98.2773011746724,0.0,218.05960389870648,47.438709229238306,0.0,265.4983131279448
114,T0114,F1-023,F1,63,50,1118.167034321635,18:38,1377.1204010344115,22:57,2650.7700333333332,7.165916666666667,140.9824863605382,0.0,327.09851318051244,71.16004513745037,0.0,398.2585583179628
115,T0115,F1-024,F1,64,50,1125.4967971673464,18:45,1384.450163880123,23:04,2650.7700333333332,7.165916666666667,140.9824863605382,0.0,327.09851318051244,71.16004513745037,0.0,398.2585583179628
116,T0116,F1-025,F1,65,50,1125.4967971673464,18:45,1384.450163880123,23:04,2650.7700333333332,7.165916666666667,140.9824863605382,0.0,327.09851318051244,71.16004513745037,0.0,398.2585583179628
