route_index,trip_id,physical_vehicle_id,vehicle_type,stop_index,service_node_id,customer_id,earliest_min,latest_min,arrival_min,arrival_time,wait_min,late_min,service_start_min,departure_min,departure_time,load_before_service_kg,load_after_service_kg,penalty_cost
21,T0021,E1-009,E1,1,13,8,649.0,707.0,831.9229274204308,13:52,0.0,124.92292742043082,831.9229274204308,851.9229274204308,14:12,2937.388405,0.0,104.10243951702569
22,T0022,F1-008,F1,1,56,46,672.0,731.0,672.0,11:12,0.0,0.0,672.0,692.0,11:32,2689.02805,1029.1082,0.0
22,T0022,F1-008,F1,2,146,95,865.0,934.0,757.8259034634934,12:38,107.17409653650657,0.0,865.0,885.0,14:45,1029.1082,919.7581999999999,35.72469884550219
22,T0022,F1-008,F1,3,24,26,950.0,1032.0,889.6141782592457,14:50,60.385821740754295,0.0,950.0,970.0,16:10,919.7581999999999,873.9449999999999,20.128607246918097
22,T0022,F1-008,F1,4,29,29,1058.0,1143.0,1075.8385005364803,17:56,0.0,0.0,1075.8385005364803,1095.8385005364803,18:16,873.9449999999999,0.0,0.0
23,T0023,F1-009,F1,1,55,46,672.0,731.0,672.0,11:12,0.0,0.0,672.0,692.0,11:32,1659.91985,0.0,0.0
24,T0024,F1-010,F1,1,89,59,675.0,759.0,675.0,11:15,0.0,0.0,675.0,695.0,11:35,2935.7956,0.0,0.0
25,T0025,F1-011,F1,1,90,59,675.0,759.0,675.0,11:15,0.0,0.0,675.0,695.0,11:35,2935.7956,0.0,0.0
26,T0026,F1-012,F1,1,91,59,675.0,759.0,675.0,11:15,0.0,0.0,675.0,695.0,11:35,2935.7956,0.0,0.0
27,T0027,F1-013,F1,1,138,87,678.0,762.0,678.0000000000001,11:18,0.0,0.0,678.0000000000001,698.0000000000001,11:38,2192.7368,2012.4458000000002,0.0
27,T0027,F1-013,F1,2,43,39,848.0,900.0,786.9840071917971,13:07,61.015992808202896,0.0,848.0,868.0,14:28,2012.4458000000002,2.2737367544323206e-13,20.338664269400965
28,T0028,E1-010,E1,1,17,11,689.0,770.0,858.3486949901584,14:18,0.0,88.34869499015838,858.3486949901584,878.3486949901584,14:38,2977.04,1651.5099,73.62391249179865
28,T0028,E1-010,E1,2,135,84,974.0,1029.0,930.4876225462581,15:30,43.51237745374192,0.0,974.0,994.0,16:34,1651.5099,46.24799999999982,14.504125817913973
28,T0028,E1-010,E1,3,140,89,971.0,1033.0,1031.0934889678545,17:11,0.0,0.0,1031.0934889678545,1051.0934889678545,17:31,46.24799999999982,0.0,0.0
29,T0029,F1-002,F1,1,30,30,692.0,782.0,733.7851709445983,12:14,0.0,0.0,733.7851709445983,753.7851709445983,12:34,2673.613966666667,2338.761966666667,0.0
29,T0029,F1-002,F1,2,147,97,822.0,911.0,808.0169370334329,13:28,13.983062966567104,0.0,822.0,842.0,14:02,2338.761966666667,2321.281966666667,4.661020988855701
29,T0029,F1-002,F1,3,71,53,1079.0,1132.0,858.8263304883194,14:19,220.1736695116806,0.0,1079.0,1099.0,18:19,2321.281966666667,0.0,73.3912231705602
30,T0030,F1-014,F1,1,117,70,696.0,755.0,702.4934890539674,11:42,0.0,0.0,702.4934890539674,722.4934890539674,12:02,2837.3255,0.0,0.0
31,T0031,F1-015,F1,1,118,70,696.0,755.0,702.4934890539674,11:42,0.0,0.0,702.4934890539674,722.4934890539674,12:02,2837.3255,0.0,0.0
32,T0032,F1-016,F1,1,133,82,701.0,782.0,701.0000000000001,11:41,0.0,0.0,701.0000000000001,721.0000000000001,12:01,1493.082,0.0,0.0
33,T0033,E1-004,E1,1,5,6,706.0,779.0,861.3018334065937,14:21,0.0,82.30183340659369,861.3018334065937,881.3018334065937,14:41,2236.8216,0.0,68.58486117216141
34,T0034,E2-001,E2,1,19,13,730.0,786.0,730.0000000000003,12:10,0.0,0.0,730.0000000000003,750.0000000000003,12:30,540.0867999999999,0.0,0.0
35,T0035,F1-003,F1,1,96,61,737.0,823.0,815.6610355490213,13:36,0.0,0.0,815.6610355490213,835.6610355490213,13:56,2004.6885,0.0,0.0
36,T0036,F1-004,F1,1,97,61,737.0,823.0,815.6610355490213,13:36,0.0,0.0,815.6610355490213,835.6610355490213,13:56,2004.6885,0.0,0.0
37,T0037,F1-005,F1,1,98,61,737.0,823.0,815.6610355490213,13:36,0.0,0.0,815.6610355490213,835.6610355490213,13:56,2004.6885,0.0,0.0
38,T0038,F1-017,F1,1,45,41,758.0,831.0,758.0000000000007,12:38,0.0,0.0,758.0000000000007,778.0000000000007,12:58,2786.4185,0.0,0.0
39,T0039,E1-003,E1,1,7,7,761.0,848.0,911.1140013240866,15:11,0.0,63.114001324086644,911.1140013240866,931.1140013240866,15:31,2487.7442666666666,0.0,52.59500110340554
40,T0040,E1-002,E1,1,8,7,761.0,848.0,928.9767995058844,15:29,0.0,80.9767995058844,928.9767995058844,948.9767995058844,15:49,2487.7442666666666,0.0,67.48066625490367
41,T0041,F1-018,F1,1,144,93,772.0,854.0,772.0000000000009,12:52,0.0,0.0,772.0000000000009,792.0000000000009,13:12,2579.9544,2482.2583,0.0
41,T0041,F1-018,F1,2,75,54,1040.0,1124.0,803.1830268842555,13:23,236.81697311574453,0.0,1040.0,1060.0,17:40,2482.2583,9.372199999999793,78.9389910385815
41,T0041,F1-018,F1,3,21,19,1155.0,1228.0,1113.0563761886274,18:33,41.94362381137262,0.0,1155.0,1175.0,19:35,9.372199999999793,0.0,13.981207937124205
42,T0042,F1-001,F1,1,61,49,786.0,842.0,814.2381260469958,13:34,0.0,0.0,814.2381260469958,834.2381260469958,13:54,2243.418,0.0,0.0
43,T0043,F1-019,F1,1,62,49,786.0,842.0,786.0,13:06,0.0,0.0,786.0,806.0,13:26,2243.418,0.0,0.0
44,T0044,F1-020,F1,1,34,32,788.0,864.0,788.0,13:08,0.0,0.0,788.0,808.0,13:28,2915.2203,2472.8860999999997,0.0
44,T0044,F1-020,F1,2,76,54,1040.0,1124.0,825.2699873018429,13:45,214.7300126981571,0.0,1040.0,1060.0,17:40,2472.8860999999997,0.0,71.5766708993857
45,T0045,F1-021,F1,1,123,74,791.0,850.0,791.0,13:11,0.0,0.0,791.0,811.0,13:31,1862.9861,0.0,0.0
46,T0046,F1-022,F1,1,124,74,791.0,850.0,791.0,13:11,0.0,0.0,791.0,811.0,13:31,1862.9861,0.0,0.0
47,T0047,F1-023,F1,1,122,73,802.0,857.0,802.0,13:22,0.0,0.0,802.0,822.0,13:42,2996.466,0.0,0.0
48,T0048,E1-006,E1,1,134,83,828.0,883.0,881.2098299272819,14:41,0.0,0.0,881.2098299272819,901.2098299272819,15:01,2460.3753,1533.5344,0.0
48,T0048,E1-006,E1,2,119,71,1159.0,1245.0,1020.2614733829172,17:00,138.7385266170828,0.0,1159.0,1179.0,19:39,1533.5344,0.0,46.246175539027604
49,T0049,F1-024,F1,1,82,56,830.0,909.0,830.0000000000001,13:50,0.0,0.0,830.0000000000001,850.0000000000001,14:10,2355.0536333333334,0.0,0.0
50,T0050,F1-025,F1,1,83,56,830.0,909.0,830.0000000000001,13:50,0.0,0.0,830.0000000000001,850.0000000000001,14:10,2355.0536333333334,0.0,0.0
51,T0051,F1-019,F1,1,141,90,830.0,909.0,900.4448571657728,15:00,0.0,0.0,900.4448571657728,920.4448571657728,15:20,2572.2712666666666,2471.6624666666667,0.0
51,T0051,F1-019,F1,2,114,68,1111.0,1188.0,1011.13411864461,16:51,99.86588135539,0.0,1111.0,1131.0,18:51,2471.6624666666667,0.0,33.28862711846333
52,T0052,F1-026,F1,1,42,39,848.0,900.0,848.0,14:08,0.0,0.0,848.0,868.0,14:28,2012.4458,0.0,0.0
53,T0053,F1-009,F1,1,105,64,849.0,905.0,887.738344668904,14:48,0.0,0.0,887.738344668904,907.738344668904,15:08,2949.9224,0.0,0.0
54,T0054,F1-016,F1,1,106,64,849.0,905.0,886.7589409275292,14:47,0.0,0.0,886.7589409275292,906.7589409275292,15:07,2949.9224,0.0,0.0
55,T0055,F1-017,F1,1,107,64,849.0,905.0,893.0102482647295,14:53,0.0,0.0,893.0102482647295,913.0102482647295,15:13,2949.9224,0.0,0.0
56,T0056,E1-007,E1,1,88,58,858.0,923.0,935.7258376855347,15:36,0.0,12.725837685534657,935.7258376855347,955.7258376855347,15:56,2933.964,0.0,10.604864737945547
57,T0057,F1-010,F1,1,125,75,865.0,945.0,944.1781113036038,15:44,0.0,0.0,944.1781113036038,964.1781113036038,16:04,2952.2824,1443.5621,0.0
57,T0057,F1-010,F1,2,3,4,1169.0,1237.0,1052.8119427564152,17:33,116.18805724358481,0.0,1169.0,1189.0,19:49,1443.5621,0.0,38.729352414528265
58,T0058,F1-001,F1,1,126,75,865.0,945.0,941.6755453486437,15:42,0.0,0.0,941.6755453486437,961.6755453486437,16:02,1508.7203,0.0,0.0
59,T0059,F1-011,F1,1,2,3,873.0,921.0,960.0000000077714,16:00,0.0,39.000000007771405,960.0000000077714,980.0000000077714,16:20,2778.3392000000003,2543.3211,32.50000000647617
59,T0059,F1-011,F1,2,74,54,1040.0,1124.0,1030.7848527956405,17:11,9.215147204359482,0.0,1040.0,1060.0,17:40,2543.3211,70.43499999999995,3.071715734786494
59,T0059,F1-011,F1,3,142,91,1000.0,1079.0,1064.652529771409,17:45,0.0,0.0,1064.652529771409,1084.652529771409,18:05,70.43499999999995,0.0,0.0
60,T0060,E1-009,E1,1,85,57,878.0,959.0,931.9884822647242,15:32,0.0,0.0,931.9884822647242,951.9884822647242,15:52,2203.217666666667,0.0,0.0
61,T0061,E1-005,E1,1,86,57,878.0,959.0,918.4074242629314,15:18,0.0,0.0,918.4074242629314,938.4074242629314,15:38,2203.217666666667,0.0,0.0
62,T0062,F1-012,F1,1,87,57,878.0,959.0,886.7096577771233,14:47,0.0,0.0,886.7096577771233,906.7096577771233,15:07,2203.217666666667,0.0,0.0
63,T0063,F1-021,F1,1,143,92,887.0,967.0,902.1886124030112,15:02,0.0,0.0,902.1886124030112,922.1886124030112,15:22,1524.5124999999998,0.0,0.0
64,T0064,F1-027,F1,1,69,52,905.0,992.0,905.0000000000003,15:05,0.0,0.0,905.0000000000003,925.0000000000003,15:25,2238.4627333333333,0.0,0.0
65,T0065,F1-028,F1,1,70,52,905.0,992.0,905.0000000000003,15:05,0.0,0.0,905.0000000000003,925.0000000000003,15:25,2744.8032333333335,506.34050000000025,0.0
65,T0065,F1-028,F1,2,131,80,1061.0,1114.0,996.2571090475662,16:36,64.74289095243375,0.0,1061.0,1081.0,18:01,506.34050000000025,1.7053025658242404e-13,21.58096365081125
66,T0066,F1-022,F1,1,38,36,916.0,981.0,966.4184081724222,16:06,0.0,0.0,966.4184081724222,986.4184081724222,16:26,2916.79465,1262.1672999999998,0.0
66,T0066,F1-022,F1,2,22,24,1011.0,1096.0,997.3499244821901,16:37,13.65007551780991,0.0,1011.0,1031.0,17:11,1262.1672999999998,0.0,4.550025172603303
67,T0067,F1-029,F1,1,39,36,916.0,981.0,916.0000000000006,15:16,0.0,0.0,916.0000000000006,936.0000000000006,15:36,1654.62735,0.0,0.0
68,T0068,F1-003,F1,1,53,45,937.0,996.0,967.7631359780141,16:08,0.0,0.0,967.7631359780141,987.7631359780141,16:28,2899.9628,0.0,0.0
69,T0069,F1-004,F1,1,54,45,937.0,996.0,967.7631359780141,16:08,0.0,0.0,967.7631359780141,987.7631359780141,16:28,2899.9628,0.0,0.0
70,T0070,F1-005,F1,1,116,69,946.0,1029.0,995.5710092593764,16:36,0.0,0.0,995.5710092593764,1015.5710092593764,16:56,2288.8859,0.0,0.0
71,T0071,E1-004,E1,1,102,63,952.0,1034.0,1019.6347916688811,17:00,0.0,0.0,1019.6347916688811,1039.634791668881,17:20,2897.6633333333334,0.0,0.0
72,T0072,F1-014,F1,1,103,63,952.0,1034.0,980.3860048884069,16:20,0.0,0.0,980.3860048884069,1000.3860048884069,16:40,2897.6633333333334,0.0,0.0
73,T0073,F1-015,F1,1,104,63,952.0,1034.0,980.3860048884069,16:20,0.0,0.0,980.3860048884069,1000.3860048884069,16:40,2897.6633333333334,0.0,0.0
74,T0074,E1-008,E1,1,108,65,957.0,1043.0,1031.874307467827,17:12,0.0,0.0,1031.874307467827,1051.874307467827,17:32,2184.1955666666668,0.0,0.0
75,T0075,F1-024,F1,1,109,65,957.0,1043.0,1031.8743074678273,17:12,0.0,0.0,1031.8743074678273,1051.8743074678273,17:32,2184.1955666666668,0.0,0.0
76,T0076,F1-025,F1,1,110,65,957.0,1043.0,1031.8743074678273,17:12,0.0,0.0,1031.8743074678273,1051.8743074678273,17:32,2184.1955666666668,0.0,0.0
77,T0077,E1-001,E1,1,58,48,966.0,1048.0,1034.330662696856,17:14,0.0,0.0,1034.330662696856,1054.330662696856,17:34,2866.2425333333335,0.0,0.0
78,T0078,F1-012,F1,1,59,48,966.0,1048.0,1018.4646811130102,16:58,0.0,0.0,1018.4646811130102,1038.46468111301,17:18,2866.2425333333335,0.0,0.0
79,T0079,F1-021,F1,1,60,48,966.0,1048.0,1012.4638810031568,16:52,0.0,0.0,1012.4638810031568,1032.4638810031568,17:12,2866.2425333333335,0.0,0.0
80,T0080,E1-005,E1,1,23,25,979.0,1049.0,1046.7090291647141,17:27,0.0,0.0,1046.7090291647141,1066.7090291647141,17:47,2528.1351,0.0,0.0
81,T0081,F1-023,F1,1,31,31,1009.0,1066.0,1009.0,16:49,0.0,0.0,1009.0,1029.0,17:09,2257.2069333333334,0.0,0.0
82,T0082,F1-030,F1,1,32,31,1009.0,1066.0,1009.0,16:49,0.0,0.0,1009.0,1029.0,17:09,2257.2069333333334,0.0,0.0
83,T0083,F1-031,F1,1,33,31,1009.0,1066.0,1009.0,16:49,0.0,0.0,1009.0,1029.0,17:09,2257.2069333333334,0.0,0.0
84,T0084,E1-009,E1,1,49,43,1013.0,1097.0,1068.5059893566079,17:49,0.0,0.0,1068.5059893566079,1088.5059893566079,18:09,2530.79035,0.0,0.0
85,T0085,F1-009,F1,1,50,43,1013.0,1097.0,1055.3021014341382,17:35,0.0,0.0,1055.3021014341382,1075.3021014341382,17:55,2530.79035,0.0,0.0
86,T0086,F1-013,F1,1,51,44,1021.0,1109.0,1093.1444898106438,18:13,0.0,0.0,1093.1444898106438,1113.1444898106438,18:33,2276.15445,0.0,0.0
87,T0087,F1-016,F1,1,52,44,1021.0,1109.0,1067.5012782263582,17:48,0.0,0.0,1067.5012782263582,1087.5012782263582,18:08,2276.15445,0.0,0.0
88,T0088,F1-032,F1,1,132,81,1024.0,1088.0,1024.0000000000005,17:04,0.0,0.0,1024.0000000000005,1044.0000000000005,17:24,2960.41435,1616.80205,0.0
88,T0088,F1-032,F1,2,26,27,1071.0,1147.0,1088.9050987091073,18:09,0.0,0.0,1088.9050987091073,1108.9050987091073,18:29,1616.80205,0.0,0.0
89,T0089,E1-003,E1,1,67,51,1053.0,1119.0,1104.1162266743677,18:24,0.0,0.0,1104.1162266743677,1124.1162266743677,18:44,2435.7926500000003,731.6005000000002,0.0
89,T0089,E1-003,E1,2,4,5,1168.0,1226.0,1159.5524722861633,19:20,8.447527713836735,0.0,1168.0,1188.0,19:48,731.6005000000002,2.2737367544323206e-13,2.8158425712789112
90,T0090,F1-017,F1,1,25,27,1071.0,1147.0,1128.057832196849,18:48,0.0,0.0,1128.057832196849,1148.057832196849,19:08,1616.80205,0.0,0.0
91,T0091,F1-026,F1,1,44,40,1072.0,1144.0,1106.8398381614873,18:27,0.0,0.0,1106.8398381614873,1126.8398381614873,18:47,2691.1358,0.0,0.0
92,T0092,F1-029,F1,1,1,2,1073.0,1129.0,1094.649603677411,18:15,0.0,0.0,1094.649603677411,1114.649603677411,18:35,2008.6568,1993.7667999999999,0.0
92,T0092,F1-029,F1,2,128,77,1136.0,1217.0,1185.185663222525,19:45,0.0,0.0,1185.185663222525,1205.185663222525,20:05,1993.7667999999999,25.5,0.0
92,T0092,F1-029,F1,3,148,98,1158.0,1241.0,1227.7339959539472,20:28,0.0,0.0,1227.7339959539472,1247.7339959539472,20:48,25.5,0.0,0.0
93,T0093,E1-002,E1,1,77,55,1075.0,1152.0,1166.3429572457783,19:26,0.0,14.34295724577828,1166.3429572457783,1186.3429572457783,19:46,2439.52946,0.0,11.9524643714819
94,T0094,E1-007,E1,1,78,55,1075.0,1152.0,1168.036697621754,19:28,0.0,16.036697621754,1168.036697621754,1188.036697621754,19:48,2439.52946,0.0,13.363914684795002
95,T0095,F1-033,F1,1,79,55,1075.0,1152.0,1075.0,17:55,0.0,0.0,1075.0,1095.0,18:15,2439.52946,0.0,0.0
96,T0096,F1-034,F1,1,80,55,1075.0,1152.0,1075.0,17:55,0.0,0.0,1075.0,1095.0,18:15,2439.52946,0.0,0.0
97,T0097,F1-035,F1,1,81,55,1075.0,1152.0,1075.0,17:55,0.0,0.0,1075.0,1095.0,18:15,2439.52946,0.0,0.0
98,T0098,F1-001,F1,1,72,53,1079.0,1132.0,1112.8361641386691,18:33,0.0,0.0,1112.8361641386691,1132.8361641386691,18:53,2321.281966666667,0.0,0.0
99,T0099,F1-003,F1,1,73,53,1079.0,1132.0,1094.6605179350038,18:15,0.0,0.0,1094.6605179350038,1114.6605179350038,18:35,2321.281966666667,0.0,0.0
100,T0100,F1-004,F1,1,113,68,1111.0,1188.0,1145.8043957993884,19:06,0.0,0.0,1145.8043957993884,1165.8043957993884,19:26,2471.6624666666667,0.0,0.0
101,T0101,F1-007,F1,1,115,68,1111.0,1188.0,1162.247937894724,19:22,0.0,0.0,1162.247937894724,1182.247937894724,19:42,2471.6624666666667,0.0,0.0
102,T0102,E1-001,E1,1,112,67,1132.0,1216.0,1201.3354322918003,20:01,0.0,0.0,1201.3354322918003,1221.3354322918003,20:21,2860.4382,0.0,0.0
103,T0103,E1-004,E1,1,57,47,1135.0,1195.0,1147.6181365730238,19:08,0.0,0.0,1147.6181365730238,1167.6181365730238,19:28,2784.5018,0.0,0.0
104,T0104,F1-005,F1,1,36,34,1135.0,1208.0,1198.3530464085807,19:58,0.0,0.0,1198.3530464085807,1218.3530464085807,20:18,2246.4408000000003,1882.3910000000003,0.0
104,T0104,F1-005,F1,2,129,78,1194.0,1255.0,1248.712507563315,20:49,0.0,0.0,1248.712507563315,1268.712507563315,21:09,1882.3910000000003,2.2737367544323206e-13,0.0
105,T0105,F1-012,F1,1,99,62,1151.0,1201.0,1181.9477823678835,19:42,0.0,0.0,1181.9477823678835,1201.9477823678835,20:02,2934.7648000000004,0.0,0.0
106,T0106,F1-014,F1,1,100,62,1151.0,1201.0,1163.1931697308378,19:23,0.0,0.0,1163.1931697308378,1183.1931697308378,19:43,2934.7648000000004,0.0,0.0
107,T0107,F1-015,F1,1,101,62,1151.0,1201.0,1163.1931697308378,19:23,0.0,0.0,1163.1931697308378,1183.1931697308378,19:43,2934.7648000000004,0.0,0.0
108,T0108,E1-005,E1,1,121,72,1153.0,1235.0,1194.2945999632273,19:54,0.0,0.0,1194.2945999632273,1214.2945999632273,20:14,2725.3232,0.0,0.0
109,T0109,F1-021,F1,1,120,71,1159.0,1245.0,1219.7178044203354,20:20,0.0,0.0,1219.7178044203354,1239.7178044203354,20:40,1533.5344,0.0,0.0
110,T0110,E1-008,E1,1,27,28,1167.0,1235.0,1229.3983355236337,20:29,0.0,0.0,1229.3983355236337,1249.3983355236337,20:49,1628.6557500000001,0.0,0.0
111,T0111,F1-022,F1,1,28,28,1167.0,1235.0,1214.7172671773146,20:15,0.0,0.0,1214.7172671773146,1234.7172671773146,20:35,1628.6557500000001,0.0,0.0
112,T0112,F1-002,F1,1,15,10,1180.0,1229.0,1217.3936832157156,20:17,0.0,0.0,1217.3936832157156,1237.3936832157156,20:37,1879.9925,0.0,0.0
113,T0113,F1-006,F1,1,16,10,1180.0,1229.0,1223.8597228409703,20:24,0.0,0.0,1223.8597228409703,1243.8597228409703,20:44,1879.9925,0.0,0.0
114,T0114,F1-023,F1,1,63,50,1209.0,1258.0,1237.6437176780232,20:38,0.0,0.0,1237.6437176780232,1257.6437176780232,20:58,2650.7700333333332,0.0,0.0
115,T0115,F1-024,F1,1,64,50,1209.0,1258.0,1244.9734805237347,20:45,0.0,0.0,1244.9734805237347,1264.9734805237347,21:05,2650.7700333333332,0.0,0.0
116,T0116,F1-025,F1,1,65,50,1209.0,1258.0,1244.9734805237347,20:45,0.0,0.0,1244.9734805237347,1264.9734805237347,21:05,2650.7700333333332,0.0,0.0
