route_index,trip_id,physical_vehicle_id,vehicle_type,service_node_id,customer_id,arrival_min,is_green_zone,is_fuel_vehicle,would_violate_problem2_policy
24,T0024,F1-002,F1,138,71,1033.0980838618711,False,True,False
25,T0025,E2-001,E2,17,8,649.0,True,False,False
26,T0026,E2-002,E2,18,8,649.0,True,False,False
27,T0027,F1-005,F1,20,8,960.0000000131436,True,True,False
27,T0027,F1-005,F1,161,92,1018.2210618033992,False,True,False
28,T0028,F1-003,F1,74,46,891.306033396986,False,True,False
28,T0028,F1-003,F1,7,6,960.0000000036368,True,True,False
29,T0029,F1-010,F1,107,59,675.0,False,True,False
30,T0030,F1-011,F1,108,59,675.0,False,True,False
31,T0031,F1-012,F1,109,59,675.0,False,True,False
32,T0032,F1-010,F1,33,11,960.0000000104808,True,True,False
32,T0032,F1-010,F1,14,7,1007.2770083959865,True,True,False
33,T0033,F1-011,F1,34,11,960.0000000104808,True,True,False
33,T0033,F1-011,F1,43,27,1039.9639360989183,False,True,False
34,T0034,F1-001,F1,48,30,764.7724971701645,False,True,False
34,T0034,F1-001,F1,165,97,817.4351001121495,False,True,False
34,T0034,F1-001,F1,60,39,880.3180556793733,False,True,False
35,T0035,F1-013,F1,135,70,702.4934890539674,False,True,False
35,T0035,F1-013,F1,162,93,799.9477761115392,False,True,False
36,T0036,F1-014,F1,136,70,702.4934890539674,False,True,False
36,T0036,F1-014,F1,163,94,814.8263303881558,False,True,False
37,T0037,F1-004,F1,8,6,960.000000001822,True,True,False
37,T0037,F1-004,F1,2,3,985.6735484892756,True,True,False
37,T0037,F1-004,F1,46,28,1070.0711416193328,False,True,False
38,T0038,F1-014,F1,6,6,960.0000000338187,True,True,False
38,T0038,F1-014,F1,32,10,987.8507783794219,True,True,False
38,T0038,F1-014,F1,29,10,1200.0,True,True,False
39,T0039,F1-012,F1,9,6,960.0000000649883,True,True,False
39,T0039,F1-012,F1,85,51,1036.3005953272636,False,True,False
40,T0040,F1-006,F1,37,13,960.0000003131462,True,True,False
40,T0040,F1-006,F1,88,52,1031.458019830874,False,True,False
41,T0041,F1-007,F1,114,61,815.6610355490213,False,True,False
42,T0042,F1-008,F1,115,61,815.6610355490213,False,True,False
43,T0043,F1-015,F1,116,61,737.0000000000003,False,True,False
44,T0044,F1-016,F1,63,41,758.0000000000007,False,True,False
45,T0045,E2-003,E2,15,7,761.0000000000008,True,False,False
46,T0046,F1-017,F1,79,49,786.0,False,True,False
47,T0047,F1-018,F1,80,49,786.0,False,True,False
48,T0048,F1-019,F1,52,32,788.0,False,True,False
48,T0048,F1-019,F1,94,54,825.2699873018429,False,True,False
49,T0049,F1-020,F1,141,74,791.0,False,True,False
50,T0050,F1-021,F1,142,74,791.0,False,True,False
51,T0051,F1-022,F1,140,73,802.0,False,True,False
52,T0052,F1-017,F1,152,83,833.9942921904556,False,True,False
52,T0052,F1-017,F1,143,75,943.2023245008127,False,True,False
53,T0053,F1-018,F1,159,90,900.4448571657728,False,True,False
53,T0053,F1-018,F1,153,84,937.2931780933897,False,True,False
53,T0053,F1-018,F1,149,80,1049.9260145139924,False,True,False
53,T0053,F1-018,F1,3,4,1139.4548275103705,True,True,False
54,T0054,F1-023,F1,100,56,830.0000000000001,False,True,False
54,T0054,F1-023,F1,54,34,883.6007560473427,False,True,False
55,T0055,F1-024,F1,102,56,830.0000000000001,False,True,False
56,T0056,F1-025,F1,61,39,888.5549097047445,False,True,False
56,T0056,F1-025,F1,30,10,960.0000001356794,True,True,False
57,T0057,F1-015,F1,123,64,890.2794666367855,False,True,False
58,T0058,F1-016,F1,124,64,893.0102482647295,False,True,False
59,T0059,F1-026,F1,125,64,849.0,False,True,False
60,T0060,F1-027,F1,106,58,858.0,False,True,False
61,T0061,F1-028,F1,144,75,865.8768866024911,False,True,False
61,T0061,F1-028,F1,31,10,960.0000000197799,True,True,False
62,T0062,F1-020,F1,103,57,923.6683671387525,False,True,False
63,T0063,F1-021,F1,104,57,923.6683671387525,False,True,False
64,T0064,F1-007,F1,105,57,947.0867947016528,False,True,False
65,T0065,F1-008,F1,35,12,960.000000012315,True,True,False
65,T0065,F1-008,F1,1,2,985.5200330133388,True,True,False
65,T0065,F1-008,F1,146,77,1163.5360595451139,False,True,False
66,T0066,E2-001,E2,36,12,895.0,True,False,False
67,T0067,F1-029,F1,86,52,907.1435592407206,False,True,False
67,T0067,F1-029,F1,5,5,960.000000031179,True,True,False
68,T0068,F1-030,F1,56,36,916.0000000000006,False,True,False
68,T0068,F1-030,F1,40,24,946.9315163097684,False,True,False
69,T0069,F1-013,F1,71,45,987.461548082646,False,True,False
70,T0070,F1-022,F1,72,45,973.1851899810431,False,True,False
70,T0070,F1-022,F1,160,91,1054.1454778547093,False,True,False
71,T0071,F1-031,F1,134,69,946.0,False,True,False
72,T0072,F1-032,F1,42,26,950.0000000000003,False,True,False
72,T0072,F1-032,F1,93,54,979.4373323010248,False,True,False
72,T0072,F1-032,F1,166,98,1082.9130816933455,False,True,False
73,T0073,F1-026,F1,120,63,1013.6987829244786,False,True,False
74,T0074,F1-033,F1,121,63,952.0000000000005,False,True,False
75,T0075,F1-034,F1,122,63,952.0000000000005,False,True,False
76,T0076,F1-024,F1,126,65,1031.8743074678273,False,True,False
77,T0077,F1-027,F1,127,65,1039.6283112198496,False,True,False
78,T0078,E1-003,E1,128,65,1031.874307467827,False,False,False
79,T0079,E1-004,E1,76,48,1025.29509237326,False,False,False
80,T0080,E1-007,E1,77,48,1027.0686489374307,False,False,False
81,T0081,F1-035,F1,78,48,966.0,False,True,False
82,T0082,F1-036,F1,41,25,979.0000000000001,False,True,False
83,T0083,F1-037,F1,49,31,1009.0,False,True,False
84,T0084,F1-038,F1,50,31,1009.0,False,True,False
85,T0085,F1-039,F1,51,31,1009.0,False,True,False
86,T0086,F1-007,F1,67,43,1083.6043017935365,False,True,False
87,T0087,F1-009,F1,68,43,1095.2675481255533,False,True,False
88,T0088,E1-005,E1,70,44,1070.6625242508107,False,False,False
88,T0088,E1-005,E1,4,4,1159.611688116876,True,False,False
89,T0089,F1-015,F1,69,44,1071.0218039356146,False,True,False
90,T0090,F1-040,F1,150,81,1024.0000000000005,False,True,False
90,T0090,F1-040,F1,45,28,1074.3331929371334,False,True,False
91,T0091,F1-041,F1,92,54,1040.0000000000002,False,True,False
92,T0092,F1-016,F1,84,51,1062.7435782439632,False,True,False
92,T0092,F1-016,F1,47,29,1120.5210108951076,False,True,False
93,T0093,F1-020,F1,44,27,1127.6697013975215,False,True,False
94,T0094,F1-003,F1,62,40,1141.1564235676376,False,True,False
95,T0095,E1-001,E1,95,55,1143.2018935493666,False,False,False
96,T0096,F1-021,F1,96,55,1106.7193798342482,False,True,False
97,T0097,F1-042,F1,97,55,1075.0,False,True,False
98,T0098,F1-043,F1,98,55,1075.0,False,True,False
99,T0099,F1-044,F1,99,55,1075.0,False,True,False
100,T0100,F1-001,F1,89,53,1099.9761991101386,False,True,False
101,T0101,F1-005,F1,90,53,1102.9623477482862,False,True,False
102,T0102,F1-013,F1,91,53,1114.3589300396357,False,True,False
103,T0103,F1-017,F1,131,68,1165.5068211552227,False,True,False
104,T0104,F1-031,F1,132,68,1151.8491331027365,False,True,False
105,T0105,F1-033,F1,133,68,1138.2175936324077,False,True,False
106,T0106,F1-024,F1,130,67,1211.859749344429,False,True,False
107,T0107,F1-001,F1,75,47,1183.1014977714653,False,True,False
108,T0108,F1-026,F1,117,62,1196.5059477669095,False,True,False
109,T0109,F1-030,F1,118,62,1193.6570126580386,False,True,False
110,T0110,F1-034,F1,119,62,1151.0,False,True,False
111,T0111,F1-005,F1,139,72,1228.467354325645,False,True,False
112,T0112,E1-003,E1,81,50,1244.9734805237345,False,False,False
113,T0113,E1-004,E1,82,50,1225.4135931475103,False,False,False
